,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Unnamed: 13
46,R Dhawan (INDIA),2016-2016,3,2,1,12,9,12.00,13,92.3,0,0,0,
47,Enamul Haque jnr (BDESH),2005-2009,10,5,1,12,5,3.00,19,63.15,0,0,2,
48,M Hayward (SA),1998-2002,21,5,1,12,4,3.00,28,42.85,0,0,1,
49,Imtiaz Abbasi (UAE),1994-1996,7,6,4,12,6*,6.00,38,31.57,0,0,0,
0,Javed Qadeer (PAK),1995-1995,1,1,0,12,12,12.00,23,52.17,0,0,0,
1,TJ Jenner (AUS),1975-1975,1,1,0,12,12,12.00,25,48.0,0,0,0,
2,AJ McKay (NZ),2010-2012,19,10,7,12,4*,4.00,47,25.53,0,0,3,
3,PS Mehta (EAf),1975-1975,1,1,0,12,12,12.00,41,29.26,0,0,0,
4,PJK Mooney (IRE),2006-2007,4,3,2,12,11*,12.00,9,133.33,0,0,1,
5,T Muzarabani (ZIM),2015-2016,8,7,3,12,5,3.00,40,30.0,0,0,1,
6,Naeemuddin Aslam (UAE),2004-2004,2,2,0,12,12,6.00,31,38.7,0,0,1,
7,TS Nethula (NZ),2012-2012,5,3,1,12,9*,6.00,11,109.09,0,0,1,
8,Noor-ul-Haq (AFG),2010-2010,2,2,0,12,12,6.00,58,20.68,0,0,1,
9,EJ Richardson (IRE),2013-2013,2,1,0,12,12,12.00,18,66.66,0,0,0,
10,P Sarraf (NEPAL),2019-2019,2,2,0,12,8,6.00,18,66.66,0,0,0,
11,S Snater (NL),2018-2018,2,2,0,12,12,6.00,14,85.71,0,0,1,
12,Abul Hasan (BDESH),2012-2018,7,3,0,11,7,3.66,16,68.75,0,0,0,
13,Ahmed Kamal (BDESH),1999-1999,1,1,0,11,11,11.00,19,57.89,0,0,0,
14,MJD Allingham (SCOT),1999-1999,3,3,0,11,6,3.66,96,11.45,0,0,0,
15,Arshad Pervez (PAK),1978-1978,2,2,0,11,8,5.50,47,23.4,0,0,0,
16,J Blackwood (WI),2015-2015,2,2,0,11,9,5.50,23,47.82,0,0,0,
17,LJ Burger (NAM),2003-2003,6,6,1,11,5,2.20,62,17.74,0,0,2,
18,SF Burger (NAM),2003-2003,2,2,0,11,6,5.50,20,55.0,0,0,0,
19,PH Carlson (AUS),1979-1979,4,2,0,11,11,5.50,30,36.66,0,0,1,
20,BS Chandrasekhar (INDIA),1976-1976,1,1,1,11,11*,-,13,84.61,0,0,0,
21,PA Emery (AUS),1994-1994,1,1,1,11,11*,-,13,84.61,0,0,0,
22,Haafiz Shahid (PAK),1988-1988,3,3,2,11,7*,11.00,23,47.82,0,0,0,
23,GW Humpage (ENG),1981-1981,3,2,0,11,6,5.50,24,45.83,0,0,0,
24,Jasdeep Singh (USA),2019-2019,4,3,0,11,11,3.66,39,28.2,0,0,2,
25,NGRP Jayasuriya (SL),2018-2018,2,2,1,11,11*,11.00,13,84.61,0,0,1,
26,SMS Kaluperuma (SL),1988-1988,2,2,0,11,7,5.50,41,26.82,0,0,0,
27,SC Kuggeleijn (NZ),2017-2017,2,1,1,11,11*,-,6,183.33,0,0,0,
28,NM Kulkarni (INDIA),1997-1998,10,5,3,11,5*,5.50,20,55.0,0,0,1,
29,JA Maclean (AUS),1979-1979,2,1,0,11,11,11.00,33,33.33,0,0,0,
30,PM Pushpakumara (SL),2017-2017,2,2,0,11,8,5.50,26,42.3,0,0,0,
31,B Reddy (INDIA),1978-1981,3,2,2,11,8*,-,20,55.0,0,0,0,
32,Saad Ali (PAK),2019-2019,2,2,0,11,7,5.50,23,47.82,0,0,0,
33,G Sharma (INDIA),1985-1987,11,2,0,11,7,5.50,24,45.83,0,0,0,
34,R Sharma (HKG),2004-2004,2,2,0,11,10,5.50,24,45.83,0,0,0,
35,FJ Titmus (ENG),1975-1975,2,1,0,11,11,11.00,32,34.37,0,0,0,
36,GD Watson (AUS),1972-1972,2,2,1,11,11*,11.00,16,68.75,0,0,1,
37,JG Williamson (SCOT),1999-1999,2,2,0,11,10,5.50,35,31.42,0,0,0,
38,Zahid Shah (UAE),2008-2008,2,2,2,11,6*,-,20,55.0,0,0,0,
39,TR Ambrose (ENG),2008-2008,5,5,1,10,6,2.50,34,29.41,0,0,1,
40,MA Aponso (SL),2016-2018,9,7,4,10,4,3.33,45,22.22,0,0,1,
41,Asif Masood (PAK),1973-1976,7,3,1,10,6,5.00,17,58.82,0,0,1,
42,HK Bennett (NZ),2010-2017,16,7,5,10,4*,5.00,35,28.57,0,0,1,
43,D Brown (WI),2001-2002,3,2,1,10,9,10.00,20,50.0,0,0,0,
44,ML Cummins (WI),2014-2017,11,3,1,10,5,5.00,27,37.03,0,0,0,
45,DLS de Silva (SL),1979-1979,2,1,0,10,10,10.00,35,28.57,0,0,0,
46,JJ Esmeijer (NL),2002-2003,6,5,1,10,7,2.50,43,23.25,0,0,3,
47,B Geeves (AUS),2008-2009,2,2,2,10,10*,-,11,90.9,0,0,0,
48,W Jaffer (INDIA),2006-2006,2,2,0,10,10,5.00,23,43.47,0,0,1,
49,Kabir Khan (PAK),1994-2000,10,5,4,10,5,10.00,25,40.0,0,0,0,
0,AV Kale (INDIA),2003-2003,1,1,0,10,10,10.00,22,45.45,0,0,0,
1,NJ MacRae (SCOT),2006-2006,2,2,0,10,8,5.00,36,27.77,0,0,0,
2,CA Marshall (CAN),1979-1979,2,2,0,10,8,5.00,41,24.39,0,0,0,
3,A Martin (WI),2011-2011,9,6,5,10,4*,10.00,29,34.48,0,0,0,
4,BMW Patterson (SCOT),1999-1999,3,3,0,10,10,3.33,43,23.25,0,0,2,
5,Shabbir Ahmed (PAK),1999-2005,32,11,5,10,2,1.66,29,34.48,0,0,0,
6,Shariful Haque (BDESH),1998-1998,1,1,0,10,10,10.00,6,166.66,0,0,0,
7,RAJ Smith (SCOT),2016-2016,2,1,0,10,10,10.00,6,166.66,0,0,0,
8,TE Srinivasan (INDIA),1980-1981,2,2,0,10,6,5.00,35,28.57,0,0,0,
9,MP Stead (CAN),1979-1979,2,2,0,10,10,5.00,45,22.22,0,0,1,
10,GC Tonge (WI),2009-2009,5,4,2,10,5,5.00,16,62.5,0,0,0,
11,MDJ Walker (NZ),2003-2003,3,1,0,10,10,10.00,6,166.66,0,0,0,
12,WA Wisneski (NZ),2000-2000,3,2,1,10,6,10.00,17,58.82,0,0,0,
13,AK Zesers (AUS),1987-1987,2,2,2,10,8*,-,14,71.42,0,0,0,
14,KK Ahmed (INDIA),2018-2019,11,3,1,9,5,4.50,17,52.94,0,0,0,
15,MJ Bennett (AUS),1984-1985,8,4,1,9,6*,3.00,21,42.85,0,0,2,
16,SM Boland (AUS),2016-2016,14,4,1,9,4,3.00,22,40.9,0,0,1,
17,CE Bulfin (NZ),1999-1999,4,2,1,9,7*,9.00,8,112.5,0,0,0,
18,SJ Cameron (SCOT),2018-2018,2,2,1,9,8*,9.00,13,69.23,0,0,0,
19,SJ Chalmers (SCOT),2009-2009,2,1,1,9,9*,-,14,64.28,0,0,0,
20,NA David (INDIA),1997-1997,4,2,2,9,8*,-,10,90.0,0,0,0,
21,GN de Silva (SL),1983-1985,4,2,1,9,7,9.00,18,50.0,0,0,0,
22,GRA de Silva (SL),1975-1982,6,4,2,9,6*,4.50,33,27.27,0,0,1,
23,DR Doshi (INDIA),1980-1982,15,5,2,9,5*,3.00,20,45.0,0,0,2,
24,CJ Drum (NZ),1999-1999,5,2,2,9,7*,-,22,40.9,0,0,0,
25,S Dube (INDIA),2019-2019,1,1,0,9,9,9.00,6,150.0,0,0,0,
26,Fahad Usman (UAE),2004-2004,2,2,0,9,9,4.50,18,50.0,0,0,1,
27,Faisal Athar (PAK),2003-2003,1,1,0,9,9,9.00,38,23.68,0,0,0,
28,SP Gauchan (NEPAL),2018-2018,1,1,1,9,9*,-,44,20.45,0,0,0,
29,MJ Haslam (NZ),1992-1992,1,1,0,9,9,9.00,18,50.0,0,0,0,
30,AG Huckle (ZIM),1997-1999,19,8,4,9,5*,2.25,16,56.25,0,0,3,
31,HR Johnson (USA),2004-2004,2,2,1,9,9,9.00,20,45.0,0,0,0,
32,Karim Janat (AFG),2017-2017,1,1,0,9,9,9.00,33,27.27,0,0,0,
33,JB Little (IRE),2019-2019,4,2,0,9,9,4.50,8,112.5,0,0,1,
34,DE Malcolm (ENG),1990-1994,10,5,2,9,4,3.00,11,81.81,0,0,1,
35,Mohammad Salim (BDESH),2003-2003,1,1,0,9,9,9.00,24,37.5,0,0,0,
36,PG Nana (EAf),1975-1975,3,3,2,9,8*,9.00,45,20.0,0,0,1,
37,Naveen-ul-Haq (AFG),2016-2019,4,3,2,9,8*,9.00,21,42.85,0,0,0,
38,Qadeer Ahmed (UAE),2015-2019,11,6,4,9,4,4.50,31,29.03,0,0,0,
39,LS Rajput (INDIA),1985-1987,4,4,1,9,8,3.00,31,29.03,0,0,2,
40,Rashid Zia (USA),2004-2004,2,2,0,9,8,4.50,57,15.78,0,0,0,
41,JA Snow (ENG),1971-1975,9,4,2,9,5*,4.50,41,21.95,0,0,0,
42,OP Stone (ENG),2018-2018,4,1,1,9,9*,-,7,128.57,0,0,0,
43,GP Sulzberger (NZ),2000-2000,3,2,1,9,6*,9.00,15,60.0,0,0,0,
44,AJ Tudor (ENG),2002-2002,3,2,1,9,6,9.00,11,81.81,0,0,0,
45,VB van Jaarsveld (SA),2009-2009,2,2,0,9,5,4.50,15,60.0,0,0,0,
46,Zahid Hussain (CAN),2011-2011,2,2,1,9,7*,9.00,31,29.03,0,0,0,
47,VR Aaron (INDIA),2011-2014,9,3,2,8,6*,8.00,15,53.33,0,0,1,
48,Asif Iqbal (1) (UAE),2015-2015,1,1,0,8,8,8.00,8,100.0,0,0,0,
49,RA Austin (WI),1978-1978,1,1,0,8,8,8.00,13,61.53,0,0,0,
0,BS Browne (WI),1994-1994,4,3,2,8,8*,8.00,24,33.33,0,0,1,
1,CJ Dala (SA),2018-2018,2,2,1,8,5,8.00,6,133.33,0,0,0,
2,H Davids (SA),2013-2013,2,2,0,8,7,4.00,24,33.33,0,0,0,
3,PA Desai (CAN),2010-2014,13,8,5,8,3*,2.66,55,14.54,0,0,2,
4,R Dhanraj (WI),1994-1995,6,2,1,8,8,8.00,32,25.0,0,0,0,
5,P Dharmani (INDIA),1996-1996,1,1,0,8,8,8.00,8,100.0,0,0,0,
6,TL Fernando (SL),1989-1989,1,1,0,8,8,8.00,6,133.33,0,0,0,
7,JC Gamage (SL),1995-1995,4,2,2,8,7*,-,9,88.88,0,0,0,
8,Gholam Nousher (BDESH),1986-1990,9,3,2,8,4,8.00,16,50.0,0,0,0,
9,Hafizur Rahman (BDESH),1986-1986,2,1,0,8,8,8.00,24,33.33,0,0,0,
10,ND Hirwani (INDIA),1988-1992,18,7,3,8,4,2.00,29,27.58,0,0,2,
11,KH Butt (HKG),2008-2008,2,2,0,8,4,4.00,28,28.57,0,0,0,
12,ACI Lock (ZIM),1996-1996,8,3,2,8,5,8.00,20,40.0,0,0,0,
13,MA Lynch (ENG),1988-1988,3,3,0,8,6,2.66,32,25.0,0,0,1,
14,CS Martin (NZ),2001-2008,20,7,2,8,3,1.60,27,29.62,0,0,2,
15,EZ Matambanadzo (ZIM),1996-1997,7,5,3,8,5*,4.00,33,24.24,0,0,1,
16,MG Neser (AUS),2018-2018,2,2,0,8,6,4.00,16,50.0,0,0,0,
17,A Nortje (SA),2019-2019,4,1,0,8,8,8.00,18,44.44,0,0,0,
18,PDRL Perera (SL),1999-2007,19,7,2,8,4*,1.60,18,44.44,0,0,4,
19,Rahat Ali (PAK),2012-2016,14,7,4,8,6*,2.66,37,21.62,0,0,2,
20,SS Raul (INDIA),1998-1998,2,2,0,8,8,4.00,14,57.14,0,0,1,
21,CA Reid (USA),2004-2004,2,2,0,8,6,4.00,17,47.05,0,0,0,
22,RL Sanghvi (INDIA),1998-1998,10,2,0,8,8,4.00,11,72.72,0,0,1,
23,VRV Singh (INDIA),2006-2006,2,1,0,8,8,8.00,13,61.53,0,0,0,
24,Sohail Butt (UAE),1994-1994,2,2,1,8,6*,8.00,14,57.14,0,0,0,
25,DS Steele (ENG),1976-1976,1,1,0,8,8,8.00,12,66.66,0,0,0,
26,DM Vonhagt (SL),1985-1985,1,1,0,8,8,8.00,17,47.05,0,0,0,
27,HS Williams (SA),1999-2000,7,2,1,8,7,8.00,11,72.72,0,0,0,
28,NP Kenjige (USA),2019-2019,4,2,2,7,6*,-,3,233.33,0,0,0,
29,RW Ali (KENYA),1996-1997,9,3,3,7,6*,-,28,25.0,0,0,0,
30,J Cameron-Dow (IRE),2019-2019,4,1,1,7,7*,-,10,70.0,0,0,0,
31,KG Duers (ZIM),1992-1992,6,2,1,7,5,7.00,20,35.0,0,0,0,
32,Fazl-e-Akbar (PAK),1998-2001,2,1,0,7,7,7.00,8,87.5,0,0,0,
33,WCA Ganegama (SL),2001-2006,4,2,0,7,7,3.50,9,77.77,0,0,1,
34,DM Gondaria (KENYA),2013-2013,2,2,0,7,6,3.50,45,15.55,0,0,0,
35,JOA Gordon (CAN),2012-2014,5,4,2,7,4,3.50,28,25.0,0,0,0,
36,VR Hogg (ZIM),1983-1983,2,1,1,7,7*,-,19,36.84,0,0,0,
37,AG Hurst (AUS),1975-1979,8,4,4,7,3*,-,19,36.84,0,0,0,
38,Izatullah Dawlatzai (AFG),2010-2015,5,3,1,7,6*,3.50,27,25.92,0,0,1,
39,SD Jack (SA),1994-1995,2,2,0,7,6,3.50,8,87.5,0,0,0,
40,Jahangir Alam Talukdar (BDESH),1990-1990,2,1,1,7,7*,-,16,43.75,0,0,0,
41,MKGCP Lakshitha (SL),2002-2003,7,2,1,7,4,7.00,12,58.33,0,0,0,
42,Liaqat Ali (PAK),1977-1978,3,1,0,7,7,7.00,31,22.58,0,0,0,
43,DSK Madushanka (SL),2018-2018,1,1,0,7,7,7.00,6,116.66,0,0,0,
44,GA Manou (AUS),2009-2009,4,1,0,7,7,7.00,6,116.66,0,0,0,
45,PL Mhambrey (INDIA),1996-1998,3,1,1,7,7*,-,5,140.0,0,0,0,
46,EA Moseley (WI),1990-1991,9,6,2,7,2*,1.75,15,46.66,0,0,2,
47,JK Moss (AUS),1979-1979,1,1,0,7,7,7.00,16,43.75,0,0,0,
48,Nazmul Islam (BDESH),2018-2018,5,1,0,7,7,7.00,13,53.84,0,0,0,
49,M Pushpakumara (SL),2009-2010,3,1,1,7,7*,-,19,36.84,0,0,0,
0,RA Reifer (WI),2019-2019,2,1,0,7,7,7.00,12,58.33,0,0,0,
1,IDK Salisbury (ENG),1993-1994,4,2,1,7,5,7.00,12,58.33,0,0,0,
2,BM Scholtz (NAM),2019-2019,5,3,2,7,6,7.00,21,33.33,0,0,0,
3,K Shuttleworth (ENG),1971-1971,1,1,0,7,7,7.00,19,36.84,0,0,0,
4,EHSN Silva (UAE),2008-2008,1,1,0,7,7,7.00,13,53.84,0,0,0,
5,NA Statham (NL),2003-2009,3,3,0,7,7,2.33,50,14.0,0,0,2,
6,RJW Topley (ENG),2015-2016,10,5,4,7,6,7.00,40,17.5,0,0,0,
7,RF van Oosterom (NL),1996-2002,3,3,2,7,5*,7.00,27,25.92,0,0,1,
8,SG Whittingham (SCOT),2017-2019,5,4,2,7,3*,3.50,17,41.17,0,0,0,
9,T Yohannan (INDIA),2002-2002,3,2,2,7,5*,-,11,63.63,0,0,0,
10,MKDI Amerasinghe (SL),2007-2008,8,4,4,6,5*,-,9,66.66,0,0,0,
11,Bhupinder Singh snr (INDIA),1994-1994,2,1,0,6,6,6.00,13,46.15,0,0,0,
12,IW Callen (AUS),1978-1982,5,3,2,6,3*,6.00,13,46.15,0,0,1,
13,GD Campbell (AUS),1989-1990,12,3,1,6,4*,3.00,19,31.57,0,0,1,
14,U Chatterjee (INDIA),1995-1995,3,2,1,6,3*,6.00,30,20.0,0,0,0,
15,MT Chinouya (ZIM),2013-2013,2,2,1,6,6*,6.00,8,75.0,0,0,1,
16,DDP D'Silva (UAE),2019-2019,3,2,0,6,4,3.00,14,42.85,0,0,0,
17,WP Diepeveen (NL),2011-2011,1,1,0,6,6,6.00,7,85.71,0,0,0,
18,SO Dowrich (WI),2019-2019,1,1,0,6,6,6.00,8,75.0,0,0,0,
19,CE Eksteen (SA),1991-1994,6,2,2,6,6*,-,25,24.0,0,0,0,
20,Fahim Muntasir (BDESH),2001-2002,3,3,1,6,5,3.00,17,35.29,0,0,1,
21,AP Grayson (ENG),2000-2001,2,2,0,6,6,3.00,13,46.15,0,0,1,
22,Harilal Shah (EAf),1975-1975,3,3,0,6,6,2.00,56,10.71,0,0,2,
23,Harvinder Singh (INDIA),1997-2001,16,5,1,6,3*,1.50,19,31.57,0,0,1,
24,M Hendrick (ENG),1973-1981,22,10,5,6,2*,1.20,22,27.27,0,0,3,
25,CC Henry (CAN),1979-1979,2,2,1,6,5,6.00,14,42.85,0,0,0,
26,P Krishnamurthy (INDIA),1976-1976,1,1,0,6,6,6.00,13,46.15,0,0,0,
27,MJ North (AUS),2009-2009,2,2,0,6,5,3.00,19,31.57,0,0,0,
28,LN Oluoch (KENYA),2011-2011,2,2,1,6,5*,6.00,6,100.0,0,0,0,
29,AK Patel (INDIA),1984-1985,8,2,0,6,6,3.00,11,54.54,0,0,1,
30,DB Rundle (SA),1994-1994,2,2,0,6,6,3.00,11,54.54,0,0,1,
31,R Shepherd (WI),2019-2019,3,1,0,6,6,6.00,9,66.66,0,0,0,
32,Usman Shinwari (PAK),2017-2019,17,4,1,6,6,2.00,7,85.71,0,0,2,
33,RJ Webb (NZ),1983-1983,3,1,1,6,6*,-,10,60.0,0,0,0,
34,DJ Worrall (AUS),2016-2016,3,1,1,6,6*,-,4,150.0,0,0,0,
35,Aijaz Ali (USA),2004-2004,2,2,0,5,4,2.50,11,45.45,0,0,0,
36,RT Crandon (WI),2009-2009,1,1,0,5,5,5.00,9,55.55,0,0,0,
37,N Fernandes (UAE),2008-2008,1,1,0,5,5,5.00,13,38.46,0,0,0,
38,R Illingworth (ENG),1971-1973,3,2,0,5,4,2.50,18,27.77,0,0,0,
39,Jalal-ud-Din (PAK),1982-1983,8,2,0,5,5,2.50,5,100.0,0,0,1,
40,Jubair Hossain (BDESH),2014-2015,3,1,0,5,5,5.00,9,55.55,0,0,0,
41,Khalid Khan (HKG),2004-2004,2,2,0,5,3,2.50,8,62.5,0,0,0,
42,H McLeod (EAf),1975-1975,2,2,0,5,5,2.50,10,50.0,0,0,1,
43,Mansoor Amjad (PAK),2008-2008,1,1,0,5,5,5.00,10,50.0,0,0,0,
44,Maqsood Rana (PAK),1990-1990,1,1,0,5,5,5.00,13,38.46,0,0,0,
45,Najeeb Tarakai (AFG),2017-2017,1,1,0,5,5,5.00,18,27.77,0,0,0,
46,Naumanullah (PAK),2008-2008,1,1,0,5,5,5.00,4,125.0,0,0,0,
47,Neeyamur Rashid (BDESH),1999-1999,2,2,1,5,4*,5.00,5,100.0,0,0,0,
48,DJ Pringle (EAf),1975-1975,2,2,0,5,3,2.50,15,33.33,0,0,0,
49,LN Rajbanshi (NEPAL),2019-2019,3,2,2,5,3*,-,20,25.0,0,0,0,
0,D Ramnarine (WI),1997-2001,4,3,0,5,2,1.66,13,38.46,0,0,0,
1,Sajjad Akbar (PAK),1990-1990,2,1,0,5,5,5.00,9,55.55,0,0,0,
2,L Sivaramakrishnan (INDIA),1985-1987,16,4,2,5,2*,2.50,24,20.83,0,0,0,
3,G Snyman (NAM),2003-2003,5,4,0,5,5,1.25,9,55.55,0,0,3,
4,Talha Jubair (BDESH),2002-2003,6,5,3,5,4*,2.50,15,33.33,0,0,2,
5,Tanbir Hayder (BDESH),2016-2016,2,2,0,5,3,2.50,16,31.25,0,0,0,
6,DJ Terbrugge (SA),2000-2000,4,2,1,5,5,5.00,14,35.71,0,0,0,
7,RK Whelan (IRE),2007-2007,2,2,0,5,5,2.50,12,41.66,0,0,1,
8,Al-Amin Hossain (BDESH),2014-2015,14,7,5,4,2*,2.00,20,20.0,0,0,2,
9,LS Bhandari (NEPAL),2018-2018,1,1,1,4,4*,-,9,44.44,0,0,0,
10,MI Black (WI),2001-2001,5,2,0,4,4,2.00,14,28.57,0,0,1,
11,PS Eaglestone (IRE),2008-2008,1,1,0,4,4,4.00,3,133.33,0,0,0,
12,Fawad Ahmed (AUS),2013-2013,3,1,1,4,4*,-,2,200.0,0,0,0,
13,PJ Franks (ENG),2000-2000,1,1,0,4,4,4.00,17,23.52,0,0,0,
14,PLS Gamage (SL),2014-2017,9,5,3,4,3,2.00,27,14.81,0,0,0,
15,D Ganesh (INDIA),1997-1997,1,1,0,4,4,4.00,8,50.0,0,0,0,
16,WT Gavera (PNG),2014-2017,4,1,1,4,4*,-,6,66.66,0,0,0,
17,Z Groenewald (NAM),2019-2019,4,2,1,4,3,4.00,19,21.05,0,0,0,
18,Gursharan Singh (INDIA),1990-1990,1,1,0,4,4,4.00,10,40.0,0,0,0,
19,SD Heazlett (AUS),2017-2017,1,1,0,4,4,4.00,11,36.36,0,0,0,
20,Jahangir Alam (BDESH),1997-1999,3,3,0,4,3,1.33,22,18.18,0,0,1,
21,ML Lewis (AUS),2005-2006,7,1,1,4,4*,-,4,100.0,0,0,0,
22,CH Lonsdale (BMUDA),2007-2007,1,1,0,4,4,4.00,28,14.28,0,0,0,
23,Mohammad Nazir (PAK),1980-1984,4,3,3,4,2*,-,16,25.0,0,0,0,
24,GK Pandey (INDIA),1999-1999,2,2,1,4,4*,4.00,11,36.36,0,0,1,
25,PI Pocock (ENG),1985-1985,1,1,0,4,4,4.00,9,44.44,0,0,0,
26,LN Roche (ZIM),2018-2018,3,2,0,4,4,2.00,10,40.0,0,0,1,
27,AM Salvi (INDIA),2003-2003,4,3,1,4,4*,2.00,14,28.57,0,0,2,
28,Samiur Rahman (BDESH),1986-1986,2,2,0,4,4,2.00,7,57.14,0,0,1,
29,BB Seebaran (CAN),2003-2003,4,3,2,4,4*,4.00,13,30.76,0,0,1,
30,Shahzad Khan (CAN),2007-2007,1,1,0,4,4,4.00,12,33.33,0,0,0,
31,B Stanlake (AUS),2017-2019,7,5,2,4,2,1.33,28,14.28,0,0,1,
32,RW Staple (USA),2004-2004,2,2,0,4,4,2.00,11,36.36,0,0,1,
33,PJR Steyn (SA),1995-1995,1,1,0,4,4,4.00,14,28.57,0,0,0,
34,R Sudhakar Rao (INDIA),1976-1976,1,1,0,4,4,4.00,14,28.57,0,0,0,
35,S Sumar (EAf),1975-1975,1,1,0,4,4,4.00,11,36.36,0,0,0,
36,Tanveer Ahmed (HKG),2016-2018,6,4,4,4,2*,-,11,36.36,0,0,0,
37,VAB Tewarie (NL),2011-2011,1,1,0,4,4,4.00,22,18.18,0,0,0,
38,GS Trimble (AUS),1986-1986,2,2,1,4,4,4.00,5,80.0,0,0,0,
39,T van der Gugten (NL),2012-2013,4,2,0,4,2,2.00,6,66.66,0,0,0,
40,S Vesawkar (NEPAL),2018-2018,1,1,0,4,4,4.00,15,26.66,0,0,0,
41,SL Watkin (ENG),1994-1994,4,2,0,4,4,2.00,23,17.39,0,0,1,
42,UWMBCA Welegedara (SL),2009-2010,10,3,2,4,2*,4.00,9,44.44,0,0,0,
43,RPAH Wickramaratne (SL),1993-1993,3,2,0,4,3,2.00,6,66.66,0,0,0,
44,P Wilson (AUS),1997-1998,11,5,2,4,2,1.33,13,30.76,0,0,2,
45,M Zondeki (Afr/SA),2002-2008,13,3,2,4,3*,4.00,5,80.0,0,0,1,
46,SA Abbott (AUS),2014-2014,1,1,0,3,3,3.00,7,42.85,0,0,0,
47,Abdullah Mazari (AFG),2010-2010,2,1,0,3,3,3.00,16,18.75,0,0,0,
48,Ali Khan (USA),2019-2019,1,1,0,3,3,3.00,11,27.27,0,0,0,
49,CR Amini (PNG),2014-2014,2,1,1,3,3*,-,3,100.0,0,0,0,
0,RA Bhatti (CAN),2011-2011,1,1,1,3,3*,-,4,75.0,0,0,0,
1,JWHD Boteju (SL),1999-1999,2,2,1,3,2,3.00,11,27.27,0,0,0,
2,NR Dyer (SCOT),1999-1999,5,4,3,3,2*,3.00,14,21.42,0,0,1,
3,D Gamage (SL),2003-2003,3,2,1,3,2*,3.00,10,30.0,0,0,0,
4,LJ Hamilton (NZ),2005-2005,2,2,2,3,2*,-,6,50.0,0,0,0,
5,RT Hart (NZ),1985-1985,1,1,0,3,3,3.00,29,10.34,0,0,0,
6,PD Heyn (SL),1975-1975,2,2,0,3,2,1.50,20,15.0,0,0,0,
7,Ijaz Ahmed jnr (PAK),1997-1997,2,1,1,3,3*,-,2,150.0,0,0,0,
8,Junaid Siddique (UAE),2019-2019,3,2,1,3,2,3.00,10,30.0,0,0,0,
9,CK Kruger (HKG),2008-2008,2,2,0,3,3,1.50,20,15.0,0,0,1,
10,Mahbubur Rahman (BDESH),1999-1999,1,1,0,3,3,3.00,8,37.5,0,0,0,
11,Mazharul Haque (BDESH),2002-2002,1,1,0,3,3,3.00,18,16.66,0,0,0,
12,MC Mendis (SL),1995-1995,1,1,1,3,3*,-,2,150.0,0,0,0,
13,CT Mumba (ZIM),2016-2017,2,2,1,3,2*,3.00,7,42.85,0,0,0,
14,DJ Murray (NZ),1994-1994,1,1,0,3,3,3.00,17,17.64,0,0,0,
15,SV Nayak (INDIA),1981-1982,4,1,0,3,3,3.00,19,15.78,0,0,0,
16,IE O'Brien (NZ),2008-2009,10,2,2,3,3*,-,11,27.27,0,0,0,
17,Pankaj Singh (INDIA),2010-2010,1,1,1,3,3*,-,3,100.0,0,0,0,
18,JM Patel (CAN),1979-1979,3,3,0,3,2,1.00,23,13.04,0,0,1,
19,MJ Petrie (SCOT),2009-2009,4,2,0,3,3,1.50,18,16.66,0,0,1,
20,GD Porter (AUS),1979-1979,2,1,0,3,3,3.00,9,33.33,0,0,0,
21,U Ranchod (ZIM),1992-1993,3,1,1,3,3*,-,6,50.0,0,0,0,
22,RE Redmond (NZ),1973-1973,2,1,0,3,3,3.00,11,27.27,0,0,0,
23,Sagar Pun (NEPAL),2018-2018,1,1,0,3,3,3.00,20,15.0,0,0,0,
24,A Shamshudeen (CAN),2007-2007,1,1,0,3,3,3.00,28,10.71,0,0,0,
25,CEL Stuart (WI),2001-2001,5,1,1,3,3*,-,13,23.07,0,0,0,
26,Usman Mushtaq (UAE),2015-2015,1,1,0,3,3,3.00,7,42.85,0,0,0,
27,JN Valentine (CAN),1979-1979,3,2,2,3,3*,-,17,17.64,0,0,0,
28,CJPG van Zyl (SA),1992-1992,2,2,1,3,3*,3.00,11,27.27,0,0,1,
29,Yamin Ahmadzai (AFG),2015-2019,4,2,1,3,3*,3.00,19,15.78,0,0,1,
30,Zahid Ahmed (PAK),1987-1987,2,2,1,3,3*,3.00,13,23.07,0,0,1,
31,MZ Zahir (CAN),2009-2009,1,1,1,3,3*,-,13,23.07,0,0,0,
32,Zakiullah Zaki (AFG),2012-2012,1,1,1,3,3*,-,22,13.63,0,0,0,
33,JP Agnew (ENG),1985-1985,3,1,1,2,2*,-,3,66.66,0,0,0,
34,Ahmed Shah (AFG),2009-2009,1,1,0,2,2,2.00,10,20.0,0,0,0,
35,Anisur Rahman (BDESH),1995-1998,2,2,0,2,2,1.00,11,18.18,0,0,1,
36,HWR Cartwright (AUS),2017-2017,2,2,0,2,1,1.00,23,8.69,0,0,0,
37,DJ Cullen (AUS),2006-2006,5,1,1,2,2*,-,3,66.66,0,0,0,
38,BR Dorey (AUS),2006-2006,4,1,0,2,2,2.00,8,25.0,0,0,0,
39,WJ Edwards (AUS),1975-1975,1,1,0,2,2,2.00,14,14.28,0,0,0,
40,Elias Sunny (BDESH),2011-2012,4,4,2,2,1*,1.00,11,18.18,0,0,1,
