College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Arts,"37,396","12,787",6.5,7.5,5.5,8.3,6,3.7,8
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Arts,"17,350","19,880",8.3,8.3,8.7,9.4,8.3,6.5,8.4
Indian National Portage Association ,Chandigarh,Arts,"6,000","2,000",--,--,--,--,--,--,--
Regional Institute of English ,Chandigarh,Arts,"20,267","1,450",8.7,9,9,--,--,--,--
"Pracheen Kala Kendra, Chandigarh ",Chandigarh,Arts,--,--,9.1,9.7,9,9.3,9.3,8.4,8.8
"Institute of Fine Arts, Chandigarh ",Chandigarh,Arts,"62,000","72,000",8,8.3,7.7,8.7,8,6,9
"Dev Samaj College of Education, Chandigarh ",Chandigarh,Arts,--,--,8.9,9,8,9.5,8.5,9,9.5
Swami Vivekanand College of Education ,Chandigarh,Arts,"24,000",--,9.3,--,--,--,--,--,--
"Artex Informatic Solutions, Chandigarh ",Chandigarh,Arts,--,--,--,--,--,--,--,--,--
Sri Guru Gobind Singh College ,Chandigarh,Arts,"20,425","20,250",7.9,8.3,7.5,8.6,7.5,6.8,8.4
"PG Government College for Girls, Chandigarh ",Chandigarh,Arts,"21,985","20,250",8.1,7.7,7.4,8.9,8.3,8.2,8
Indian Institute of Fashion & Design ,Chandigarh,Arts,"1,44,000",--,8.4,8,8.4,8.7,8.3,8.6,8.4
"University School of Open Learning, Panjab University ",Chandigarh,Arts,"16,190","17,450",7.8,8.6,6.5,8.6,7.9,7.2,8.2
"Institute of Distance & Online Learning, Chandigarh ",Chandigarh,Arts,"19,600","22,400",--,--,--,--,--,--,--
"Government College of Arts, Chandigarh ",Chandigarh,Arts,"7,130","9,780",7.7,--,--,7,--,6,--
Government Polytechnic for Women ,Chandigarh,Arts,"7,225",--,--,--,--,--,--,--,--
Swami Vivekanand College of Management and Technology ,Chandigarh,Arts,"10,000",--,8.3,9,8,--,8,8,--
Swami Vivekanand Group Of Institutes ,Chandigarh,Arts,"30,000","30,000",8.5,9,7.8,--,9,8.1,--
Institute of Hotel Management Catering Technology and ,Assam,Hotel-management,"1,10,250",--,8,8.1,7.6,8.5,8,8.5,7.4
Royal Global University ,Assam,Hotel-management,"90,000","67,000",7.6,7.8,6.6,8,9,6.5,7.7
Assam Down Town University ,Assam,Hotel-management,"1,00,000","90,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6
"Jagiroad College, Marigaon ",Assam,Hotel-management,--,--,8,8.4,7.9,8.2,8.1,6.9,8.2
"Sibsagar Commerce College, Sibsagar ",Assam,Hotel-management,500,--,7.1,7.5,5.5,8,7.5,6.5,7.3
Third Eye College ,Assam,Hotel-management,--,--,7.4,9,4,9,9,6,7.5
AIHM Institute of tourism and hotel management ,Assam,Hotel-management,"30,000",--,--,--,--,--,--,--,--
Furkating College ,Assam,Hotel-management,--,--,--,--,--,--,--,--,--
Institute of Advanced Management ,Assam,Hotel-management,"1,30,000","70,000",--,--,--,--,--,--,--
"Jettwings Group of Institutes, Guwahati ",Assam,Hotel-management,"1,01,000","1,76,000",--,--,--,--,--,--,--
"CEC, Guwahati ",Assam,Hotel-management,"15,000",--,--,--,--,--,--,--,--
Institute of Hotel Management ,Bihar,Hotel-management,"46,040","17,960",8.8,9.4,7.8,8.7,8.8,9.1,8.7
"Admerit College, Patna ",Bihar,Hotel-management,"21,000",--,7.7,9,5.7,9.3,7.3,8.3,6.3
"Patliputra University, Patna ",Bihar,Hotel-management,--,--,7.7,7.8,7.4,8.3,7.7,7,7.7
Institute of Hotel Management ,Bihar,Hotel-management,"1,09,950","45,000",--,--,--,--,--,--,--
"K.K. University, Nalanda ",Bihar,Hotel-management,--,--,8.6,7,--,--,--,--,--
"Dr. Zakir Husain Institute, Patna ",Bihar,Hotel-management,"41,500",--,--,--,--,--,--,--,--
"Patna Institute of Nursing and Paramedical Science, ",Bihar,Hotel-management,--,--,--,--,--,--,--,--,--
Shri Rawatpura Sarkar University ,Chhattisgarh,Hotel-management,"30,700","50,000",8.5,9,8,8.5,8.5,8.5,8.5
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Hotel-management,"20,000",--,6.4,7.5,7,6,7.5,5.3,5
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Hotel-management,"1,630",--,3.9,6,--,4,4,2.5,3
"Korba Computer College, Korba ",Chhattisgarh,Hotel-management,--,--,--,--,--,--,--,--,--
"Bilaspur University- [BU], Bilaspur ",Chhattisgarh,Hotel-management,"33,410",--,6.9,7.5,5.6,7.7,6.8,6.5,7.5
Birla Institute of Technology ,Jharkhand,Hotel-management,"1,88,000",--,8.1,8.3,7.6,7.9,8.3,8.1,8.4
YBN University ,Jharkhand,Hotel-management,"49,600","36,600",8.2,8.5,7.5,8.5,8,8.3,8.4
"RKDF University, Ranchi ",Jharkhand,Hotel-management,"1,00,000","20,000",--,--,--,--,--,--,--
Radha Govind University ,Jharkhand,Hotel-management,"63,000",--,8.6,8.9,8,8.7,8.9,8.4,8.5
"Institute of Management Studies, Ranchi University ",Jharkhand,Hotel-management,"60,000",--,8.1,8.6,6.8,8.6,7.8,8,8.8
Institute of Science and Management ,Jharkhand,Hotel-management,"2,80,000",--,8.5,8.8,7.5,8.8,9.2,8.2,8.5
Capital University ,Jharkhand,Hotel-management,--,--,8.2,8.3,8.1,8,8.3,8.1,8.1
Institute of Hotel Management ,Jharkhand,Hotel-management,"1,12,500","44,000",--,--,--,--,--,--,--
"NIPS School of Hotel Management, Ranchi ",Jharkhand,Hotel-management,--,--,--,--,--,--,--,--,--
Institute of Hotel Management Catering and Nutrition ,Himachal pradesh,Hotel-management,"36,650","1,06,900",8.2,8.4,7.6,8.7,8.3,8.5,7.9
Heritage Institute of Hotel and Tourism ,Himachal pradesh,Hotel-management,"3,30,000","90,000",8.8,8.7,9.3,9,8,9,9
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Hotel-management,"1,57,460",--,8.9,8.4,8.3,9.3,8.9,9,9.5
Indus International University ,Himachal pradesh,Hotel-management,"90,000",--,6.8,8,7,7,6,7,6
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Hotel-management,"66,376",--,8.7,9.2,8.4,8.7,8.8,8.4,8.7
"Shoolini University, Solan ",Himachal pradesh,Hotel-management,"1,57,460",--,8.3,8.4,7.6,8.4,8.6,8.3,8.7
Maharishi Markandeshwar ,Himachal pradesh,Hotel-management,"85,500","43,500",8.6,9,8.2,8.9,8.2,8.4,8.9
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Hotel-management,"60,847",--,7.1,6.7,6.9,7.2,7.3,7,7.7
IEC University Baddi ,Himachal pradesh,Hotel-management,"43,600","43,600",7.6,7.5,7.5,7.4,7.7,8,7.5
Career Point University ,Himachal pradesh,Hotel-management,"41,000","63,000",7.5,7.5,7.4,7,7.6,6.6,8.6
Sri Sai University ,Himachal pradesh,Hotel-management,"60,000",--,7.4,7.3,6.3,8.2,7.7,6.8,8
"Arni University, Kangra ",Himachal pradesh,Hotel-management,"65,000",--,8,8.2,7.4,8.1,8.4,7.7,8.4
Bahra University ,Himachal pradesh,Hotel-management,"69,650",--,7.6,7.8,7.5,8,7.7,7,7.6
Maharaja Agrasen University ,Himachal pradesh,Hotel-management,"70,000","35,000",7.5,7.7,7.5,7.6,8.7,7,6.2
Himachal Institute of Engineering and Technology ,Himachal pradesh,Hotel-management,"67,500",--,7.5,8.7,6.2,7.8,7.4,6.6,8
"Chitkara University, Solan ",Himachal pradesh,Hotel-management,"1,10,000",--,8.2,8.2,7.5,8.2,8.4,8.8,8.3
"Bells Institute of Management & Technology, Shimla ",Himachal pradesh,Hotel-management,"60,000",--,6.8,8,8,6,8,4,7
Arni School of Hospitality and Tourism Management ,Himachal pradesh,Hotel-management,"62,000",--,--,--,--,--,--,--,--
College of Basic Sciences ,Himachal pradesh,Hotel-management,"53,676",--,--,--,--,--,--,--,--
State Institute of Hotel Management Catering Technology ,Himachal pradesh,Hotel-management,"1,06,900",--,9.1,--,--,--,--,--,--
Himachal Pradesh Technical University ,Himachal pradesh,Hotel-management,--,--,8.2,8.3,7.5,8.5,8.4,8.1,8.4
Himachal Pradesh University ,Himachal pradesh,Hotel-management,--,--,7.2,7.7,6.7,7.7,7.3,6.1,7.7
"SHEDS College of Hospitality Management, Solan ",Himachal pradesh,Hotel-management,--,--,--,--,--,--,--,--,--
"KC Group of Institutions, Una ",Himachal pradesh,Hotel-management,--,--,--,--,--,--,--,--,--
Institute of Hotel Management Catering Technology and ,Jammu,Hotel-management,"1,06,900",--,7.2,7,8,7.8,8,7,5.3
"Government College for Women, Srinagar ",Jammu,Hotel-management,"5,000",--,6.8,7,7,7,8,3.5,8.5
Baba Ghulam Shah Badshah University ,Jammu,Hotel-management,"12,000",--,7.2,7.9,7.6,7.4,7.1,5.9,7.1
Central University of Kashmir ,Jammu,Hotel-management,"30,000",--,7.8,8.2,7.8,8.4,7.2,7.4,7.6
Dr.Ambedkar Institute of Hotel Management Catering and ,Chandigarh,Hotel-management,"1,22,460","29,770",8.4,8.8,7.7,8.8,8.4,8.7,7.7
Chandigarh Institute of Hotel Management and Catering ,Chandigarh,Hotel-management,"3,00,000","29,900",8.3,8.8,8.3,7.9,8.9,8.7,7
"Chitkara School of Hospitality -[CSH], Chandigarh ",Chandigarh,Hotel-management,"1,07,020",--,8.4,8.7,7,9,8.3,8.7,8.5
Hotel & Catering Management Institute ,Chandigarh,Hotel-management,"94,000","94,000",--,--,--,--,--,--,--
Panjab University ,Chandigarh,Hotel-management,--,--,7.7,8.2,7.7,8,7.7,6.5,8.2
"IITT Institutions, Chandigarh ",Chandigarh,Hotel-management,"50,850","50,000",--,--,--,--,--,--,--
Indira Gandhi Institute of Aeronautics ,Chandigarh,Hotel-management,--,--,8.8,--,--,--,--,--,--
"UEI Global, Chandigarh ",Chandigarh,Hotel-management,"3,26,000","1,48,000",8.3,8.2,8.3,8.3,8.5,8.5,8.2
Swami Vivekanand Group Of Institutes ,Chandigarh,Hotel-management,"50,000",--,8.5,9,7.8,--,9,8.1,--
Assam Agricultural University ,Assam,Agriculture,"13,150","19,590",8.1,8.3,7.6,8.3,8.5,7.6,8.2
"Dibrugarh University, Dibrugarh ",Assam,Agriculture,"32,380",--,7.8,7.9,7.7,8,8.4,6.5,8.2
Institute of Hotel Management Catering Technology and ,Assam,Agriculture,--,--,8,8.1,7.6,8.5,8,8.5,7.4
Tezpur University ,Assam,Agriculture,"32,377",--,8,8.2,8,7.9,8.8,6.7,8.5
Royal Global University ,Assam,Agriculture,"47,000",--,7.6,7.8,6.6,8,9,6.5,7.7
Gauhati University ,Assam,Agriculture,"63,000",--,8.2,8.4,7.5,8.7,8.4,7.2,8.7
Central Institute of Technology ,Assam,Agriculture,"70,200",--,7,7.4,5.5,7.7,8.2,5.3,8
"Bahona College, Jorhat ",Assam,Agriculture,--,--,8.3,8.7,8,8.7,8.3,8.3,7.7
"Birjhora Kanya Mahavidyalaya, Bongaigaon ",Assam,Agriculture,--,--,--,--,--,--,--,--,--
"Madhab Choudhury College, Barpeta ",Assam,Agriculture,"1,500",--,9.2,9.5,9,9.5,9,9,9
Tyagbir Hem Baruah College ,Assam,Agriculture,--,--,--,--,--,--,--,--,--
Krishna Kanta Handiqui State Open University ,Assam,Agriculture,"4,535",--,7.6,8.2,7.2,8.6,7.4,6.8,7.6
"Cotton University, Guwahati ",Assam,Agriculture,"7,450","35,220",7.7,8.4,7.1,8.3,7.6,6.1,8.5
"Pub Kamrup College, Kamrup ",Assam,Agriculture,--,--,7.4,8,6.3,8.2,8.5,5.4,8
"North Lakhimpur College, Lakhimpur ",Assam,Agriculture,--,--,7,7.7,6.5,7.3,7.6,5.4,7.4
"Dr. Rajendra Prasad Central Agricultural University, Samastipur ",Bihar,Agriculture,"29,100","23,440",7.1,7.5,7.1,7.6,7.6,6.3,6.4
Bihar Agricultural University ,Bihar,Agriculture,"13,000","11,620",8.3,8.5,7.8,8.6,8.4,8.2,8.4
"Tirhut College of Agriculture, Muzaffarpur ",Bihar,Agriculture,"25,010",--,5.6,7,6,5.7,4.7,5.7,4.3
Aryabhatta Knowledge University ,Bihar,Agriculture,--,--,8,8.7,7.1,8.1,8.3,7.6,8.1
"Sandip University, Madhuban ",Bihar,Agriculture,"1,30,000",--,8.4,8.2,9,8.6,7.6,8.2,8.5
Patna University ,Bihar,Agriculture,"15,000",--,7,7.6,6.2,8.2,7.3,5.1,7.4
Gopal Narayan Singh University ,Bihar,Agriculture,"1,00,000","80,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4
Nalanda Open University ,Bihar,Agriculture,"1,650",--,7.3,9,5.8,8.3,7.2,5.4,7.8
Dr. C.V. Raman University ,Bihar,Agriculture,"60,000","25,000",--,--,--,--,--,--,--
"H.D. Jain College, Arrah ",Bihar,Agriculture,"1,000",--,7,8.1,5.7,7.7,6.7,6.4,7.1
"M.V. College, Buxar ",Bihar,Agriculture,"1,000",--,6.5,6.3,4.8,7.9,6.8,5.5,7.7
"Bihar Veterinary College, Patna ",Bihar,Agriculture,--,--,7,8,9,8,7,5,5
National Research Centre for Litchi ,Bihar,Agriculture,--,--,--,--,--,--,--,--,--
BR Ambedkar Bihar University ,Bihar,Agriculture,--,--,7.7,7.9,7.5,8.1,7.6,7.2,8.1
"College of Basic Sciences & Humanities, Pusa ",Bihar,Agriculture,--,--,8.1,8.4,8.1,9,8.1,6.3,8.4
"Patliputra University, Patna ",Bihar,Agriculture,--,--,7.7,7.8,7.4,8.3,7.7,7,7.7
"K.K. University, Nalanda ",Bihar,Agriculture,--,--,8.6,7,--,--,--,--,--
"Purnea University, Purnahiya ",Bihar,Agriculture,--,--,--,--,--,--,--,--,--
Indira Gandhi Krishi Vishwavidyalaya ,Chhattisgarh,Agriculture,"19,160","27,406",7.5,7.6,7.3,8.3,7.1,6.8,7.6
"Bhartiya College of Agriculture and Agricultural Engineering, ",Chhattisgarh,Agriculture,--,--,--,--,--,--,--,--,--
Shaheed Gundadhur College of Agriculture and Research ,Chhattisgarh,Agriculture,--,--,--,--,--,--,--,--,--
"RMD College of Agriculture and Research Station, ",Chhattisgarh,Agriculture,"5,000",--,--,--,--,--,--,--,--
Chhattisgarh Kamdhenu Vishwavidyalaya ,Chhattisgarh,Agriculture,"13,440",--,6.8,7,6.5,7,7,6,7
Pt. Ravishankar Shukla University ,Chhattisgarh,Agriculture,"29,150","24,200",6.1,7,4.8,6.8,6.8,4.1,6.8
Shri Rawatpura Sarkar University ,Chhattisgarh,Agriculture,--,--,8.5,9,8,8.5,8.5,8.5,8.5
"Bastar University, Bastar ",Chhattisgarh,Agriculture,"3,585",--,8,8,7.5,8.7,7.5,8.1,8.4
Birsa Agricultural University ,Jharkhand,Agriculture,"13,500","15,500",7.3,7.6,8.3,7.2,7.6,5,8.3
"Sai Nath University, Ranchi ",Jharkhand,Agriculture,"20,000","58,000",6.8,7.4,6.7,6.8,6.9,6.9,6.3
YBN University ,Jharkhand,Agriculture,"24,500","59,600",8.2,8.5,7.5,8.5,8,8.3,8.4
"AISECT University, Hazaribagh ",Jharkhand,Agriculture,"36,000","36,000",9.9,--,--,--,--,--,--
"RKDF University, Ranchi ",Jharkhand,Agriculture,"70,000","60,000",--,--,--,--,--,--,--
Jharkhand Rai University ,Jharkhand,Agriculture,"1,28,000","1,15,000",7.7,8,7.5,8.8,7.3,6.9,7.8
Radha Govind University ,Jharkhand,Agriculture,"60,000","50,000",8.6,8.9,8,8.7,8.9,8.4,8.5
Usha Martin University ,Jharkhand,Agriculture,"91,000",--,7.6,8.5,6.5,8.8,6.8,7.9,7.1
Institute of Science and Management ,Jharkhand,Agriculture,--,--,8.5,8.8,7.5,8.8,9.2,8.2,8.5
Capital University ,Jharkhand,Agriculture,"1,10,000",--,8.2,8.3,8.1,8,8.3,8.1,8.1
"KB Women's College, Hazaribagh ",Jharkhand,Agriculture,"10,000",--,8.5,9,9,8,9,7.5,8.5
"Faculty of Veterinary Science and Animal Husbandry, ",Jharkhand,Agriculture,--,--,8.1,8,8,8,8.5,8,8
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Agriculture,"22,000",--,6.5,7.2,5.2,6.8,6.9,6,7.1
"Pragyan International University, Ranchi ",Jharkhand,Agriculture,--,--,--,--,--,--,--,--,--
Dr YS Parmar University of Horticulture and ,Himachal pradesh,Agriculture,"49,600","61,400",7.9,8.6,8.5,8.4,8.1,5.3,8.2
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Agriculture,"26,376","48,218",8.7,9.2,8.4,8.7,8.8,8.4,8.7
"Shoolini University, Solan ",Himachal pradesh,Agriculture,"1,13,626","1,32,310",8.3,8.4,7.6,8.4,8.6,8.3,8.7
Maharishi Markandeshwar ,Himachal pradesh,Agriculture,"1,03,500","83,500",8.6,9,8.2,8.9,8.2,8.4,8.9
Eternal University ,Himachal pradesh,Agriculture,"75,000","72,500",7.5,7.4,7.1,7.8,8.2,7.1,7.4
Abhilashi University ,Himachal pradesh,Agriculture,"70,000","80,000",8.4,8.9,8.3,8.4,8.6,8.1,8.1
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Agriculture,"1,17,274",--,7.1,6.7,6.9,7.2,7.3,7,7.7
"College of Agriculture, Palampur ",Himachal pradesh,Agriculture,"42,918","48,218",7.1,8.5,8,8,7.5,4,6.5
State Institute of Hotel Management Catering Technology ,Himachal pradesh,Agriculture,"22,300",--,9.1,--,--,--,--,--,--
Institute of Himalayan Bioresource Technology ,Himachal pradesh,Agriculture,--,--,8.1,8.5,7.9,8.5,8,7.8,8
Akal College of Agriculture ,Himachal pradesh,Agriculture,"75,000","65,000",--,--,--,--,--,--,--
Akal College of Basic Sciences ,Himachal pradesh,Agriculture,"75,000","72,500",--,--,--,--,--,--,--
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Agriculture,"31,400","30,600",7.4,8.4,7.4,7.7,8,5.9,7.2
"Government Degree College for Women, Anantnag ",Jammu,Agriculture,"3,930",--,8,9,6,9,9,7,8
University of Kashmir ,Jammu,Agriculture,--,--,6.7,7,6.9,7.1,7.2,5.1,6.8
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Agriculture,"40,566","34,283",7.7,8.4,7,8.4,7.4,7,7.9
Panjab University ,Chandigarh,Agriculture,"34,923",--,7.7,8.2,7.7,8,7.7,6.5,8.2
Swami Vivekanand Group Of Institutes ,Chandigarh,Agriculture,"70,000",--,8.5,9,7.8,--,9,8.1,--
Gauhati Medical College and Hospital ,Assam,Medical,--,--,8.5,8.6,7.7,8.5,8.3,9.3,8.3
Royal Global University ,Assam,Medical,"90,000","57,000",7.6,7.8,6.6,8,9,6.5,7.7
Gauhati University ,Assam,Medical,--,--,8.2,8.4,7.5,8.7,8.4,7.2,8.7
Assam Down Town University ,Assam,Medical,"90,000","1,10,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6
"Assam Women's University, Jorhat ",Assam,Medical,"14,066","56,124",7.7,8.3,7.3,8.2,6.7,7.5,8.3
Assam Govt Homoeopathic Medical College and Hospital ,Assam,Medical,--,--,6,7,5,3,6,6,9
"Assam Medical College, Dibrugarh ",Assam,Medical,"25,000","25,000",8.8,9.3,8,8.8,8.1,9.5,8.8
Jorhat Medical College ,Assam,Medical,"17,500",--,8.1,8.3,7.8,8.3,7.9,8.2,8.1
Silchar Medical College ,Assam,Medical,"22,000","17,670",8.5,8.3,7.8,8.9,8.5,8.7,8.7
Army Institute of Nursing ,Assam,Medical,"1,29,950",--,9.8,--,--,--,--,--,--
Kaziranga University ,Assam,Medical,"80,500","1,10,500",7.5,7.3,6.7,8.1,7.4,7.2,8.1
Krishna Kanta Handiqui State Open University ,Assam,Medical,"11,235",--,7.6,8.2,7.2,8.6,7.4,6.8,7.6
Fakhruddin Ali Ahmed Medical College and Hospital ,Assam,Medical,"20,000",--,8.2,8.4,7.8,8.4,8,8.8,7.8
Tezpur Medical College & Hospital ,Assam,Medical,"27,075",--,7.9,8.8,5.8,8.7,7.8,--,--
"Pub Kamrup College, Kamrup ",Assam,Medical,"4,000","20,500",7.4,8,6.3,8.2,8.5,5.4,8
"Krishnaguru Adhyatmik Visvavidyalaya, Barpeta ",Assam,Medical,"70,000",--,--,--,--,--,--,--,--
"Mahapurusha Srimanta Sankaradeva Viswavidyalaya, Nagaon ",Assam,Medical,--,--,--,--,--,--,--,--,--
Srimanta Sankaradeva University of Health Sciences ,Assam,Medical,--,--,8.2,8.5,7.5,8.7,7.5,8.3,8.4
"NEPEDS Group of Institutions, Guwahati ",Assam,Medical,--,--,--,--,--,--,--,--,--
"PEWS Group of Institutions, Guwahati ",Assam,Medical,"90,000","1,10,000",--,--,--,--,--,--,--
"Majuli University of Culture, Majuli ",Assam,Medical,"11,850",--,--,--,--,--,--,--,--
"Nalanda Medical College, Patna ",Bihar,Medical,--,--,7.7,7.8,7.1,7.8,8,8.1,7.5
Indira Gandhi Institute of Medical Sciences ,Bihar,Medical,"24,000","24,000",8.7,8.8,8.6,8.3,8.7,9.3,8.3
Tilka Manjhi Bhagalpur University ,Bihar,Medical,--,--,7.5,7.7,6.8,8.1,7.6,6.4,8.1
Magadh University ,Bihar,Medical,--,--,6,7.1,5,6.9,6.4,4.7,5.8
Aryabhatta Knowledge University ,Bihar,Medical,"42,000",--,8,8.7,7.1,8.1,8.3,7.6,8.1
"College of Commerce, Arts & Science, Patna ",Bihar,Medical,--,--,6.9,7.9,4.7,8.1,7.6,5.6,7.3
Patna University ,Bihar,Medical,"12,500",--,7,7.6,6.2,8.2,7.3,5.1,7.4
Gopal Narayan Singh University ,Bihar,Medical,--,--,8.5,8.6,8.6,8.2,8.9,8.1,8.4
Nalanda Open University ,Bihar,Medical,"5,500",--,7.3,9,5.8,8.3,7.2,5.4,7.8
"Al-Karim University, Katihar ",Bihar,Medical,"3,79,000","37,80,000",--,--,--,--,--,--,--
Dr. C.V. Raman University ,Bihar,Medical,"20,000",--,--,--,--,--,--,--,--
Bhuwaneshwari Dayal College ,Bihar,Medical,--,--,7.2,8.2,6.3,8.4,7.6,5.3,7.1
"H.D. Jain College, Arrah ",Bihar,Medical,"3,000","1,000",7,8.1,5.7,7.7,6.7,6.4,7.1
"M.V. College, Buxar ",Bihar,Medical,"3,000","3,000",6.5,6.3,4.8,7.9,6.8,5.5,7.7
Dr RB Singh Gaya Homoeopathic Medical College ,Bihar,Medical,"1,92,500",--,--,--,--,--,--,--,--
Magadh Homoeopathic Medical College ,Bihar,Medical,--,--,--,--,--,--,--,--,--
Anugrah Narayan Magadh Medical College and Hospital ,Bihar,Medical,"9,700","1,600",7.6,7.8,7.1,8,6.2,9.2,7.5
"Darbhanga Medical College, Darbhanga ",Bihar,Medical,--,--,7.3,7.3,7,7.2,6.5,8.1,7.9
Jawaharlal Nehru Medical College ,Bihar,Medical,"61,500","82,30,000",8.3,8.3,8.2,8.2,8.1,8.6,8.4
"Katihar Medical College, Katihar ",Bihar,Medical,"26,50,000","11,50,000",8.6,8.7,8.7,8.7,8.4,8.5,8.4
Patna Medical College ,Bihar,Medical,279,279,7.4,7.8,7.2,7.8,6.2,8.6,7
"Zulfequar Haider Unani Medical College and Hospital, ",Bihar,Medical,"2,87,050",--,--,--,--,--,--,--,--
Bihar Institute of Nursing and Paramedical ,Bihar,Medical,--,--,--,--,--,--,--,--,--
JM Institute of Speech and Hearing ,Bihar,Medical,--,--,--,--,--,--,--,--,--
BR Ambedkar Bihar University ,Bihar,Medical,"6,000","6,000",7.7,7.9,7.5,8.1,7.6,7.2,8.1
All India Institute of Medical Sciences ,Bihar,Medical,"1,628","2,027",8,8.1,7.7,7.7,8.1,8.4,7.9
Lalit Narayan Mithila University ,Bihar,Medical,"12,000",--,7.9,8.6,7.8,8.6,8.6,5.9,8
Maulana Mazharul Haque Arabic and Persian University ,Bihar,Medical,"28,200","23,200",8.2,8.8,8.3,8.6,8.7,7.1,7.9
Vardhman Institute of Medical Sciences ,Bihar,Medical,"15,600",--,8.8,9.1,8.4,8.7,9.1,8.9,8.4
Shri Krishna Medical College ,Bihar,Medical,"20,100",500,8.2,7,--,--,--,--,--
"MATS University, Raipur ",Chhattisgarh,Medical,"13,000",--,7.4,7.4,7,7.8,7.4,7.2,7.4
Shri Rawatpura Sarkar University ,Chhattisgarh,Medical,"45,200","24,200",8.5,9,8,8.5,8.5,8.5,8.5
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Medical,"12,000",--,6.4,7.5,7,6,7.5,5.3,5
"ISBM University, Raipur ",Chhattisgarh,Medical,"22,900",--,--,--,--,--,--,--,--
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Medical,"8,000",--,--,--,--,--,--,--,--
All India Institute of Medical Sciences ,Chhattisgarh,Medical,"3,165","10,310",8.3,8.9,7.7,8.8,8.6,8.6,7.4
"Apollo College of Physiotherapy, Durg ",Chhattisgarh,Medical,"52,500","75,000",--,--,--,--,--,--,--
Chhattisgarh Institute of Medical Sciences ,Chhattisgarh,Medical,"42,000","26,000",8,8.3,6.9,8.2,6.9,9,8.7
Post Graduate Institute of Behavioral and Medical ,Chhattisgarh,Medical,--,--,--,--,--,--,--,--,--
"Netaji Subhash College, Raipur ",Chhattisgarh,Medical,"15,980",--,--,--,--,--,--,--,--
Pt. Deen Dayal Upadhaya Memorial Ayush and ,Chhattisgarh,Medical,--,--,7.6,7,7.5,8,7.5,8,7.5
Chhattisgarh Swami Vivekanand Technical University ,Chhattisgarh,Medical,--,--,6.1,7.3,5.4,6.9,6.4,4.7,5.8
Chhattisgarh University ,Chhattisgarh,Medical,--,--,7.7,8,7.5,8,7,8,7.5
Pandit Sundarlal Sharma Open University ,Chhattisgarh,Medical,"8,200",--,7.4,8,6,8.2,8,6.9,7.4
"St Vincent Pallotti College, Raipur ",Chhattisgarh,Medical,"17,600",--,7.3,8.5,5,8,7.5,6.5,8
"Dr. CV Raman University, Institute of Open ",Chhattisgarh,Medical,"21,000",--,6.8,7,6,7,7.5,6,7
Pt. Jawahar Lal Nehru Memorial Medical College ,Chhattisgarh,Medical,"50,000","50,000",8.1,8.2,7.5,8,8.2,8.7,7.7
"Late Baliram Kashyap Memorial Govt. Medical College, ",Chhattisgarh,Medical,--,--,7.8,7,8,--,7,9,--
Late Shri Lakhi Ram Agrawal Memorial Government ,Chhattisgarh,Medical,"50,000",--,7,7,7,7,7.5,7,6.5
Government Medical College Rajnandgaon ,Chhattisgarh,Medical,"50,000",--,8.1,8.5,7.5,9,7.5,9.5,6.5
Government Medical College ,Chhattisgarh,Medical,--,--,8,--,--,--,--,--,--
"Shri Narayan Prasad Awasthi Government Ayurved College, ",Chhattisgarh,Medical,--,--,--,--,--,--,--,--,--
"Pt. Harishankar Shukla Memorial College, Raipur ",Chhattisgarh,Medical,--,--,8.5,9,8,9,8,9,8
Hemchand Yadav Vishwavidyalaya ,Chhattisgarh,Medical,--,--,7.8,7.9,7.4,8,7.6,7.7,8.2
Shri Shankaracharya Institute Of Medical Sciences ,Chhattisgarh,Medical,"7,13,156",--,7,7.7,6,7.7,6.7,8,5.7
Birsa Agricultural University ,Jharkhand,Medical,--,--,7.3,7.6,8.3,7.2,7.6,5,8.3
"Ranchi University, Ranchi ",Jharkhand,Medical,"2,350","2,850",7.5,7.9,6.8,8,8.3,6.2,7.8
Central Institute of Psychiatry ,Jharkhand,Medical,"3,000",--,6.3,--,--,7,--,4.5,7.5
YBN University ,Jharkhand,Medical,"44,500","49,600",8.2,8.5,7.5,8.5,8,8.3,8.4
