"1353","testosterone inducer","An agent that stimulates the production and activity of testosterone. 
",NULL
"1354","testosteronigenic","An agent that stimulates production of testosterone.
",NULL
"1355","thermogenic","Tending to produce heat. The term is commonly applied to drugs which increase heat through metabolic stimulation, or to microorganisms which create heat within organic waste.
",NULL
"1356","thymoprotective","An agent that acts to alleviate or prevent certain conditions affecting the thymus.
",NULL
"1357","thyroid-peroxidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1358","thyrostimulant","An agent that induces activity of the thyroid gland, in production of hormones regulating growth and development through metabolism.
",NULL
"1359","thyrotropic","Something exerting or characterized by a direct influence on the secretory activity of the thyroid gland.
",NULL
"1360","tineacide",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"1361","tinnitigenic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"1362","tissue thromboplastin inhibitor",NULL,"A drug or agent which antagonizes or impairs any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system."
"1363","TNF-alpha inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1364","TNF inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1365","tonic","In physiology, a physiological response which is slow and may be graded. This term is typically used in opposition to a fast response. For instance, tonic muscles are contrasted by the more typical and much faster twitch muscles, while tonic sensory nerve endings are contrasted to the much faster phasic sensory nerve endings.
",NULL
"1366","topoisomerase-II inhibitor",NULL,"A topoisomerase inhibitor that inhibits DNA topoisomerase (ATP-hydrolysing), EC 5.99.1.3 (topoisomerase II), which catalyses ATP-dependent breakage of both strands of DNA, passage of the unbroken strands through the breaks, and rejoining of the broken strands."
"1367","topoisomerase-I antagonist",NULL,"A topoisomerase inhibitor that inhibits the bacterial enzymes of the DNA topoisomerases, Type I class (EC 5.99.1.2) that catalyze ATP-independent breakage of one of the two strands of DNA, passage of the unbroken strand through the break, and rejoining of the broken strand. These bacterial enzymes reduce the topological stress in the DNA structure by relaxing negatively, but not positively, supercoiled DNA."
"1368","topoisomerase-I inhibitor",NULL,"A topoisomerase inhibitor that inhibits the bacterial enzymes of the DNA topoisomerases, Type I class (EC 5.99.1.2) that catalyze ATP-independent breakage of one of the two strands of DNA, passage of the unbroken strand through the break, and rejoining of the broken strand. These bacterial enzymes reduce the topological stress in the DNA structure by relaxing negatively, but not positively, supercoiled DNA."
"1369","topoisomerase-II poison",NULL,"A topoisomerase inhibitor that inhibits DNA topoisomerase (ATP-hydrolysing), EC 5.99.1.3 (topoisomerase II), which catalyses ATP-dependent breakage of both strands of DNA, passage of the unbroken strands through the breaks, and rejoining of the broken strands."
"1370","popoisomerase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1371","toxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1372","tracheorelaxant","An agent that reduces smooth muscle contractility of the trachea that assist in breathing.
",NULL
"1373","tranquilizer","An agent, or drug, that induces tranquility in an individual.
",NULL
"1374","transdermal","A route of administration wherein active ingredients are delivered across the skin for systemic distribution. Examples includetransdermal patches used for medicine delivery, and transdermal implants used for medical or aesthetic purposes.
",NULL
"1375","trematodicide","An agent, or drug, that may be used to treat schistosome infections and infections due to liver fluke.
",NULL
"1376","tremorigenic","An agent that induces tremors, involuntary muscle contractions and relaxation involving oscillations or twitching movements of one or more body parts.
",NULL
"1377","tremorilytic","An agent that supresses tremors, involuntary muscle contractions.
",NULL
"1378","tremorogenic","An agent that induces tremors.
",NULL
"1379","trichomonicide","An agent that kills Trichomonas organisms, such as in treating vaginitis that is caused by Trichomonas vaginalis.
",NULL
"1380","trichomonistat","An agent that inhibits growth of protozoan parasites of the genus Trichomonas, such as Trichomonas vaginalis.
",NULL
"1381","trichuricide","An agent that kills parasitic whipworms of the genus Trichuris. 
",NULL
"1382","triglycerigenic","An agent that stimulates production of triglycerides, a blood lipid that enables the bidirectional transference of adipose fat and blood glucose from the liver.
",NULL
"1383","triglycerolytic","An agent that promotes the breakdown of tryglycerides.
",NULL
"1384","trypanocide","An agent that kills trypanosomes, protozoans of the genus Trypanosoma.
",NULL
"1385","trypanosomastat","An agent that inhibits growth of flagellate protozoan parasites of the genus Trypanosoma.
",NULL
"1386","trypsin enhancer","An agent that increases the activity of trypsin, a serine protease that hydrolyses proteins in the digestive system of many vertebrates.
",NULL
"1387","tumor promoter",NULL,"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
"1388","tumorigenic",NULL,"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
"1389","tyrosinase inhibitor",NULL,"Any EC 1.14.18.* (oxidoreductase acting on paired donors, miscellaneous compound as one donor, incorporating 1 atom of oxygen) inhibitor that interferes with the action of tyrosinase (monophenol monooxygenase), EC 1.14.18.1, an enzyme that catalyses the oxidation of phenols (such as tyrosine) and is widespread in plants and animals."
"1390","tyrosine-kinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1391","ubiquiot",NULL,NULL
"1392","ulcerogenic","An agent that causes production of ulcers.
",NULL
"1393","urate-solvent","A solvent, such as an organic alkaline solvent, that decomposes uric acid.
",NULL
"1394","urease inhibitor",NULL,"EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor that interferes with the activity of urease (EC 3.5.1.5), reducing hydrolysis."
"1395","uricogenic","An agent that promotes breakdown of purines in the body, which leads to production of uric acid.
",NULL
"1396","uricosuric","A sunstance that increases the excretion of uric acid in the urine, thus reducing the concentration of uric acid in blood plasma.
",NULL
"1397","urinary acidulant","An agent, or nutritional factor, that affects the acidity of urine. Very acidic urine, for instance, may be indicative of formation of kydney stones.
",NULL
"1398","urinary antiseptic","An agent that prevents growth of microorganisms in urine.
",NULL
