index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
4572,463302,SHRINERS HOSPITALS FOR CHILDREN - S L C,FAIRFAX ROAD AT VIRGINIA STREET,SALT LAKE CITY,UT,84103,SALT LAKE,8015363500,Childrens,Voluntary non-profit - Private,False,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"FAIRFAX ROAD AT VIRGINIA STREET
SALT LAKE CITY, UT 84103
(40.777017, -111.852253)"
4573,441316,CAMDEN GENERAL HOSPITAL,175 HOSPITAL DRIVE,CAMDEN,TN,38320,BENTON,7315840109,Critical Access Hospitals,Government - Hospital District or Authority,True,,3.0,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"175 HOSPITAL DRIVE
CAMDEN, TN 38320
(36.05578, -88.107517)"
4574,451370,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,FANNIN,9036407311,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"504 LIPSCOMB STREET
BONHAM, TX 75418
(33.57817, -96.167477)"
4575,450037,GOOD SHEPHERD MEDICAL CENTER,700 EAST MARSHALL AVENUE,LONGVIEW,TX,75601,GREGG,9033152000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"700 EAST MARSHALL AVENUE
LONGVIEW, TX 75601
(32.501448, -94.731471)"
4576,670083,TEXAS GENERAL HOSPITAL,2709 HOSPITAL BLVD,GRAND PRAIRIE,TX,75051,DALLAS,4696352073,Acute Care Hospitals,Proprietary,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"2709 HOSPITAL BLVD
GRAND PRAIRIE, TX 75051
(32.733658, -97.047663)"
4577,460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,UTAH,8017146800,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"750 WEST 800 NORTH
OREM, UT 84057
(40.312064, -111.714498)"
4578,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,FORT BEND,2814994800,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"17500 W GRAND PARKWAY SOUTH
SUGAR LAND, TX 77479
(29.56408, -95.68791)"
4579,451339,THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 N MINTER AVENUE,THROCKMORTON,TX,76483,THROCKMORTON,9408492151,Critical Access Hospitals,Voluntary non-profit - Other,True,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"802 N MINTER AVENUE
THROCKMORTON, TX 76483
(33.189652, -99.177278)"
4580,450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,SAN ANTONIO,TX,78240,BEXAR,2105755000,Acute Care Hospitals,Proprietary,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"9150 HUEBNER RD SUITE 100
SAN ANTONIO, TX 78240
(29.527605, -98.595995)"
4581,450229,HENDRICK MEDICAL CENTER,1900 PINE,ABILENE,TX,79601,TAYLOR,3256702000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1900 PINE
ABILENE, TX 79601
(32.471553, -99.73118)"
4582,451324,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,308 HUDSPETH,SONORA,TX,76950,SUTTON,3253872521,Critical Access Hospitals,Government - Hospital District or Authority,True,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"308 HUDSPETH
SONORA, TX 76950
(30.563714, -100.634869)"
4583,520063,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,WASHINGTON,2623345533,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"3200 PLEASANT VALLEY ROAD
WEST BEND, WI 53095
(43.353318, -88.196576)"
4584,500007,ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,98221,SKAGIT,3602991300,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1211 24TH STREET
ANACORTES, WA 98221
(48.502827, -122.614368)"
4585,511303,MINNIE HAMILTON HEALTH CARE CENTER,186 HOSPITAL DRIVE,GRANTSVILLE,WV,26147,CALHOUN,3043549244,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"186 HOSPITAL DRIVE
GRANTSVILLE, WV 26147
(38.923787, -81.091896)"
4586,490123,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,LANCASTER,8044358000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"101 HARRIS ROAD
KILMARNOCK, VA 22482
(37.70029, -76.389778)"
4587,450894,PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,DALLAS,TX,75235,DALLAS,2142312273,Acute Care Hospitals,Physician,True,,3.0,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"9032 HARRY HINES BLVD
DALLAS, TX 75235
(32.840714, -96.869493)"
4588,450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TRAVIS,5129011000,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,"12221 MOPAC EXPRESSWAY NORTH
AUSTIN, TX 78758
(30.412351, -97.707908)"
4589,510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,CHARLESTON,WV,25301,KANAWHA,3043885432,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"501 MORRIS STREET
CHARLESTON, WV 25301
(38.34712, -81.626183)"
4590,531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,3075324181,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"2000 CAMPBELL DRIVE
TORRINGTON, WY 82240
(42.081765, -104.191509)"
4591,501308,COULEE COMMUNITY HOSPITAL,411 FORTUYN ROAD,GRAND COULEE,WA,99133,GRANT,5096331753,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"411 FORTUYN ROAD
GRAND COULEE, WA 99133
(47.942384, -119.005364)"
